2022-08-06 17:21:33,994 INFO    MainThread:11308 [wandb_setup.py:_flush():76] Loading settings from C:\Users\murth\.config\wandb\settings
2022-08-06 17:21:33,995 INFO    MainThread:11308 [wandb_setup.py:_flush():76] Loading settings from C:\Users\murth\Desktop\DkIT\Dissertation\Codes\trails\wandb\settings
2022-08-06 17:21:33,995 INFO    MainThread:11308 [wandb_setup.py:_flush():76] Loading settings from environment variables: {}
2022-08-06 17:21:33,995 INFO    MainThread:11308 [wandb_setup.py:_flush():76] Inferring run settings from compute environment: {'program': '<python with no main file>'}
2022-08-06 17:21:33,996 INFO    MainThread:11308 [wandb_init.py:_log_setup():428] Logging user logs to C:\Users\murth\Desktop\DkIT\Dissertation\Codes\trails\wandb\run-20220806_172133-23kei80h\logs\debug.log
2022-08-06 17:21:33,996 INFO    MainThread:11308 [wandb_init.py:_log_setup():429] Logging internal logs to C:\Users\murth\Desktop\DkIT\Dissertation\Codes\trails\wandb\run-20220806_172133-23kei80h\logs\debug-internal.log
2022-08-06 17:21:33,996 INFO    MainThread:11308 [wandb_init.py:_jupyter_setup():378] configuring jupyter hooks <wandb.sdk.wandb_init._WandbInit object at 0x0000015A42B81EB0>
2022-08-06 17:21:33,996 INFO    MainThread:11308 [wandb_init.py:init():462] calling init triggers
2022-08-06 17:21:33,996 INFO    MainThread:11308 [wandb_init.py:init():465] wandb.init called with sweep_config: {}
config: {'return_dict': True, 'output_hidden_states': False, 'output_attentions': False, 'torchscript': False, 'torch_dtype': None, 'use_bfloat16': False, 'pruned_heads': {}, 'tie_word_embeddings': True, 'is_encoder_decoder': False, 'is_decoder': False, 'cross_attention_hidden_size': None, 'add_cross_attention': False, 'tie_encoder_decoder': False, 'max_length': 20, 'min_length': 0, 'do_sample': False, 'early_stopping': False, 'num_beams': 1, 'num_beam_groups': 1, 'diversity_penalty': 0.0, 'temperature': 1.0, 'top_k': 50, 'top_p': 1.0, 'typical_p': 1.0, 'repetition_penalty': 1.0, 'length_penalty': 1.0, 'no_repeat_ngram_size': 0, 'encoder_no_repeat_ngram_size': 0, 'bad_words_ids': None, 'num_return_sequences': 1, 'chunk_size_feed_forward': 0, 'output_scores': False, 'return_dict_in_generate': False, 'forced_bos_token_id': None, 'forced_eos_token_id': None, 'remove_invalid_values': False, 'exponential_decay_length_penalty': None, 'architectures': ['BertForMaskedLM'], 'finetuning_task': None, 'id2label': {0: 'LABEL_0', 1: 'LABEL_1', 2: 'LABEL_2', 3: 'LABEL_3', 4: 'LABEL_4', 5: 'LABEL_5', 6: 'LABEL_6'}, 'label2id': {'LABEL_0': 0, 'LABEL_1': 1, 'LABEL_2': 2, 'LABEL_3': 3, 'LABEL_4': 4, 'LABEL_5': 5, 'LABEL_6': 6}, 'tokenizer_class': None, 'prefix': None, 'bos_token_id': None, 'pad_token_id': 0, 'eos_token_id': None, 'sep_token_id': None, 'decoder_start_token_id': None, 'task_specific_params': None, 'problem_type': None, '_name_or_path': 'bert-base-uncased', 'transformers_version': '4.19.2', 'gradient_checkpointing': False, 'model_type': 'bert', 'vocab_size': 30522, 'hidden_size': 768, 'num_hidden_layers': 12, 'num_attention_heads': 12, 'hidden_act': 'gelu', 'intermediate_size': 3072, 'hidden_dropout_prob': 0.1, 'attention_probs_dropout_prob': 0.1, 'max_position_embeddings': 512, 'type_vocab_size': 2, 'initializer_range': 0.02, 'layer_norm_eps': 1e-12, 'position_embedding_type': 'absolute', 'use_cache': True, 'classifier_dropout': None, 'output_dir': './Berttrailresults', 'overwrite_output_dir': False, 'do_train': False, 'do_eval': False, 'do_predict': False, 'evaluation_strategy': 'no', 'prediction_loss_only': False, 'per_device_train_batch_size': 8, 'per_device_eval_batch_size': 16, 'per_gpu_train_batch_size': 'None', 'per_gpu_eval_batch_size': 'None', 'gradient_accumulation_steps': 1, 'eval_accumulation_steps': 'None', 'eval_delay': 0, 'learning_rate': 5e-05, 'weight_decay': 0.01, 'adam_beta1': 0.9, 'adam_beta2': 0.999, 'adam_epsilon': 1e-08, 'max_grad_norm': 1.0, 'num_train_epochs': 2, 'max_steps': -1, 'lr_scheduler_type': 'linear', 'warmup_ratio': 0.0, 'warmup_steps': 500, 'log_level': -1, 'log_level_replica': -1, 'log_on_each_node': True, 'logging_dir': './Berttraillogs', 'logging_strategy': 'steps', 'logging_first_step': False, 'logging_steps': 10, 'logging_nan_inf_filter': True, 'save_strategy': 'steps', 'save_steps': 500, 'save_total_limit': 'None', 'save_on_each_node': False, 'no_cuda': False, 'seed': 42, 'data_seed': 'None', 'bf16': False, 'fp16': False, 'fp16_opt_level': 'O1', 'half_precision_backend': 'auto', 'bf16_full_eval': False, 'fp16_full_eval': False, 'tf32': 'None', 'local_rank': -1, 'xpu_backend': 'None', 'tpu_num_cores': 'None', 'tpu_metrics_debug': False, 'debug': '[]', 'dataloader_drop_last': False, 'eval_steps': 10, 'dataloader_num_workers': 0, 'past_index': -1, 'run_name': './Berttrailresults', 'disable_tqdm': False, 'remove_unused_columns': True, 'label_names': 'None', 'load_best_model_at_end': False, 'metric_for_best_model': 'None', 'greater_is_better': 'None', 'ignore_data_skip': False, 'sharded_ddp': '[]', 'fsdp': '[]', 'fsdp_min_num_params': 0, 'deepspeed': 'None', 'label_smoothing_factor': 0.0, 'optim': 'adamw_hf', 'adafactor': False, 'group_by_length': False, 'length_column_name': 'length', 'report_to': "['tensorboard', 'wandb']", 'ddp_find_unused_parameters': 'None', 'ddp_bucket_cap_mb': 'None', 'dataloader_pin_memory': True, 'skip_memory_metrics': True, 'use_legacy_prediction_loop': False, 'push_to_hub': False, 'resume_from_checkpoint': 'None', 'hub_model_id': 'None', 'hub_strategy': 'every_save', 'hub_token': '<HUB_TOKEN>', 'hub_private_repo': False, 'include_inputs_for_metrics': False, 'fp16_backend': 'auto', 'push_to_hub_model_id': 'None', 'push_to_hub_organization': 'None', 'push_to_hub_token': '<PUSH_TO_HUB_TOKEN>', '_n_gpu': 0, 'mp_parameters': '', 'auto_find_batch_size': False, 'full_determinism': False, 'tpu_name': 'None', 'tpu_zone': 'None', 'gcp_project': 'None', 'poly_power': 1.0, 'xla': False, 'train_batch_size': 8, 'eval_batch_size': 16}
2022-08-06 17:21:33,996 INFO    MainThread:11308 [wandb_init.py:init():515] starting backend
2022-08-06 17:21:34,001 INFO    MainThread:11308 [backend.py:_multiprocessing_setup():97] multiprocessing start_methods=spawn, using: spawn
2022-08-06 17:21:34,003 INFO    MainThread:11308 [backend.py:ensure_launched():217] starting backend process...
2022-08-06 17:21:34,200 INFO    MainThread:11308 [backend.py:ensure_launched():222] started backend process with pid: 20144
2022-08-06 17:21:34,201 INFO    MainThread:11308 [wandb_init.py:init():525] backend started and connected
2022-08-06 17:21:34,219 INFO    MainThread:11308 [wandb_run.py:_label_probe_notebook():1089] probe notebook
2022-08-06 17:21:34,221 INFO    MainThread:11308 [wandb_run.py:_label_probe_notebook():1099] Unable to probe notebook: 'NoneType' object has no attribute 'get'
2022-08-06 17:21:34,222 INFO    MainThread:11308 [wandb_init.py:init():596] updated telemetry
2022-08-06 17:21:34,301 INFO    MainThread:11308 [wandb_init.py:init():627] communicating run to backend with 30 second timeout
2022-08-06 17:21:38,498 INFO    MainThread:11308 [wandb_run.py:_on_init():1924] communicating current version
2022-08-06 17:21:40,691 INFO    MainThread:11308 [wandb_run.py:_on_init():1928] got version response upgrade_message: "wandb version 0.13.1 is available!  To upgrade, please run:\n $ pip install wandb --upgrade"

2022-08-06 17:21:40,691 INFO    MainThread:11308 [wandb_init.py:init():662] starting run threads in backend
2022-08-06 17:21:45,728 INFO    MainThread:11308 [wandb_run.py:_console_start():1898] atexit reg
2022-08-06 17:21:45,729 INFO    MainThread:11308 [wandb_run.py:_redirect():1771] redirect: SettingsConsole.WRAP
2022-08-06 17:21:45,729 INFO    MainThread:11308 [wandb_run.py:_redirect():1808] Wrapping output streams.
2022-08-06 17:21:45,729 INFO    MainThread:11308 [wandb_run.py:_redirect():1832] Redirects installed.
2022-08-06 17:21:45,729 INFO    MainThread:11308 [wandb_init.py:init():688] run started, returning control to user process
2022-08-06 19:06:53,355 INFO    MainThread:11308 [wandb_init.py:_pause_backend():341] pausing backend
2022-08-06 19:06:53,391 INFO    MainThread:11308 [jupyter.py:save_ipynb():377] not saving jupyter notebook
2022-08-06 19:06:53,560 INFO    MainThread:11308 [wandb_init.py:_resume_backend():350] resuming backend
2022-08-06 19:11:28,474 INFO    MainThread:11308 [wandb_init.py:_pause_backend():341] pausing backend
2022-08-06 19:11:28,475 INFO    MainThread:11308 [jupyter.py:save_ipynb():377] not saving jupyter notebook
2022-08-06 19:11:28,486 INFO    MainThread:11308 [wandb_init.py:_resume_backend():350] resuming backend
2022-08-06 19:15:57,601 INFO    MainThread:11308 [wandb_init.py:_pause_backend():341] pausing backend
2022-08-06 19:15:57,601 INFO    MainThread:11308 [jupyter.py:save_ipynb():377] not saving jupyter notebook
2022-08-06 19:15:57,624 INFO    MainThread:11308 [wandb_init.py:_resume_backend():350] resuming backend
2022-08-06 19:15:57,637 INFO    MainThread:11308 [wandb_init.py:_pause_backend():341] pausing backend
2022-08-06 19:15:57,638 INFO    MainThread:11308 [jupyter.py:save_ipynb():377] not saving jupyter notebook
2022-08-06 19:15:57,658 INFO    MainThread:11308 [wandb_init.py:_resume_backend():350] resuming backend
2022-08-06 19:15:57,663 INFO    MainThread:11308 [wandb_init.py:_pause_backend():341] pausing backend
2022-08-06 19:15:57,663 INFO    MainThread:11308 [jupyter.py:save_ipynb():377] not saving jupyter notebook
2022-08-06 19:15:57,673 INFO    MainThread:11308 [wandb_init.py:_resume_backend():350] resuming backend
2022-08-06 19:15:57,681 INFO    MainThread:11308 [wandb_init.py:_pause_backend():341] pausing backend
2022-08-06 19:15:57,681 INFO    MainThread:11308 [jupyter.py:save_ipynb():377] not saving jupyter notebook
2022-08-06 19:15:57,705 INFO    MainThread:11308 [wandb_init.py:_resume_backend():350] resuming backend
2022-08-06 19:15:57,727 INFO    MainThread:11308 [wandb_init.py:_pause_backend():341] pausing backend
2022-08-06 19:15:57,727 INFO    MainThread:11308 [jupyter.py:save_ipynb():377] not saving jupyter notebook
2022-08-06 19:15:57,752 INFO    MainThread:11308 [wandb_init.py:_resume_backend():350] resuming backend
2022-08-06 19:15:57,762 INFO    MainThread:11308 [wandb_init.py:_pause_backend():341] pausing backend
2022-08-06 19:15:57,763 INFO    MainThread:11308 [jupyter.py:save_ipynb():377] not saving jupyter notebook
2022-08-06 19:15:57,785 INFO    MainThread:11308 [wandb_init.py:_resume_backend():350] resuming backend
2022-08-06 19:15:57,806 INFO    MainThread:11308 [wandb_init.py:_pause_backend():341] pausing backend
2022-08-06 19:15:57,807 INFO    MainThread:11308 [jupyter.py:save_ipynb():377] not saving jupyter notebook
2022-08-06 19:15:57,829 INFO    MainThread:11308 [wandb_init.py:_resume_backend():350] resuming backend
